trial,imv,exp_error,prev_exp_error,previous_uncertainty_y,current_uncertainty,endpoint_theta,fb_int
155,9.821763696354935,23.731162864808518,23.20281023305651,no_uncertainty,low_uncertainty,9.010095009904063,-0.39540064400134156
156,12.931936779710043,19.570541859645303,23.731162864808518,low_uncertainty,no_uncertainty,13.16057114236645,-0.028698400241410127
157,12.28246314223827,24.45897115195239,19.570541859645303,no_uncertainty,no_uncertainty,10.726374129596692,-1.485524547637766
158,14.721821262376977,22.349666258357473,24.45897115195239,no_uncertainty,no_uncertainty,12.551998261764794,-2.3047498527039636
159,4.116992726005563,23.085244825062794,22.349666258357473,no_uncertainty,unlimited_uncertainty,6.320902734131664,2.0131974078539514
160,3.5150706227371558,11.470939255330249,23.085244825062794,unlimited_uncertainty,low_uncertainty,4.00638047684842,0.43548263694394507
161,12.508038108170851,24.231307633265835,11.470939255330249,low_uncertainty,high_uncertainty,10.972166353905251,-1.388758981731499
162,5.5237247672013154,21.195580642920778,24.231307633265835,high_uncertainty,unlimited_uncertainty,7.663066109524095,2.383221114633102
163,11.482432188969938,26.475938307535102,21.195580642920778,unlimited_uncertainty,no_uncertainty,7.333485011085898,-3.911565585823425
164,7.317294675738452,21.842991401118343,26.475938307535102,no_uncertainty,high_uncertainty,9.662134766925007,2.104407358252786
165,5.605411842853798,17.77979553972245,21.842991401118343,high_uncertainty,high_uncertainty,7.029463375780736,1.4658159269446003
166,4.768351333453808,13.094014053814242,17.77979553972245,high_uncertainty,unlimited_uncertainty,8.413476917139278,3.317987333294923
167,4.224424429961687,19.944336244426232,13.094014053814242,unlimited_uncertainty,no_uncertainty,5.981914959905126,1.558334973176784
168,17.47737987374471,21.03332539946702,19.944336244426232,no_uncertainty,low_uncertainty,15.057314987136905,-2.215123828703639
169,3.6357037066187132,19.839238310524156,21.03332539946702,low_uncertainty,high_uncertainty,2.7340201079476003,-0.7835832730876433
170,7.861292802202868,18.422479311654996,19.839238310524156,high_uncertainty,no_uncertainty,7.768389470142765,-0.05503679113246562
171,7.742339466166882,22.306763844387028,18.422479311654996,no_uncertainty,low_uncertainty,5.129553828612828,-2.2698109830508173
172,7.522720921225556,15.306484508962981,22.306763844387028,low_uncertainty,no_uncertainty,5.263344102768627,-2.2016140775196646
173,0.1604618608752304,10.24721094450165,15.306484508962981,no_uncertainty,low_uncertainty,0.800784860913609,0.336275007000836
174,1.3090278321872688,13.07139161812984,10.24721094450165,low_uncertainty,low_uncertainty,0.3091576364058568,-0.7145793122910078
175,5.0838790894112975,26.47424608682408,13.07139161812984,low_uncertainty,no_uncertainty,6.317980600203839,1.1360507513688418
176,9.853708763537284,21.155142936069545,26.47424608682408,no_uncertainty,unlimited_uncertainty,7.024996267177073,-2.642499274261425
177,4.707784011429595,12.368107541304457,21.155142936069545,unlimited_uncertainty,unlimited_uncertainty,3.6647667882692616,-0.9819301469850927
178,1.301531083435151,11.635707681231189,12.368107541304457,unlimited_uncertainty,low_uncertainty,2.737365530761636,0.9961239354177991
179,0.37692823791316243,19.17484101057087,11.635707681231189,low_uncertainty,high_uncertainty,1.6809187702440482,1.5004816619437804
180,13.559135276550379,29.22619848873763,19.17484101057087,high_uncertainty,low_uncertainty,12.48404654809643,-0.9978573994806936
181,10.525156322217768,18.944745550324058,29.22619848873763,low_uncertainty,low_uncertainty,10.360999897611379,-0.2832086832523544
182,3.2051681759000843,16.422866171514283,18.944745550324058,low_uncertainty,unlimited_uncertainty,5.347942149425322,1.508642217972593
183,8.833022445914267,14.201386756691594,16.422866171514283,unlimited_uncertainty,unlimited_uncertainty,9.315315589655356,0.3522582864484889
184,6.439042414824129,18.221061525762735,14.201386756691594,unlimited_uncertainty,unlimited_uncertainty,4.665054133533928,-1.6699014157893544
185,4.803978262537271,19.762035450733293,18.221061525762735,unlimited_uncertainty,unlimited_uncertainty,3.4882940525482695,-1.1810323749525509
186,4.88848849361726,15.889341656158702,19.762035450733293,unlimited_uncertainty,unlimited_uncertainty,4.300085435618001,-0.6003416212951009
187,5.8911222249317206,27.64247365171531,15.889341656158702,unlimited_uncertainty,high_uncertainty,6.398387623560012,0.3021086303973419
188,4.812858600738835,16.546736712214148,27.64247365171531,high_uncertainty,no_uncertainty,4.108168221799289,-0.7902422059913192
189,3.1919205051604536,17.217012389958185,16.546736712214148,no_uncertainty,no_uncertainty,14.485865373533684,12.19111461133565
190,8.902189284271117,16.048989267591935,17.217012389958185,no_uncertainty,high_uncertainty,9.503346997077301,0.6143887749379928
191,3.6685533990565204,18.411681249718356,16.048989267591935,high_uncertainty,low_uncertainty,7.95237787683044,3.75182850640239
192,15.216109213825561,24.174954765893425,18.411681249718356,low_uncertainty,high_uncertainty,20.276907480004937,4.198411716298978
193,2.5402495156293696,14.83872851149055,24.174954765893425,high_uncertainty,unlimited_uncertainty,3.0372386474258235,0.18684223843079906
194,9.601905388118325,27.717179940079056,14.83872851149055,unlimited_uncertainty,low_uncertainty,12.386511501650602,2.18913796222796
195,7.1188633592042265,23.80635532391748,27.717179940079056,low_uncertainty,high_uncertainty,11.770796391089988,4.12669340826281
196,8.209851583898327,29.57371533343043,23.80635532391748,high_uncertainty,unlimited_uncertainty,11.390017596608075,2.7864298936235343
197,8.956556134249624,17.82211221234609,29.57371533343043,unlimited_uncertainty,low_uncertainty,12.537492120338243,2.9143959069660212
198,15.38065800800399,30.404128436280104,17.82211221234609,low_uncertainty,unlimited_uncertainty,12.30082237680773,-2.320524451185605
199,0.036944159296027124,17.853625643285945,30.404128436280104,unlimited_uncertainty,no_uncertainty,0.595594768064359,0.4494577304821945
